ipd_id,id,name,is_active,created_at,updated_at,ipdb_link,year,manufacturer,machine_group_id,ipdb_id,opdb_id,rating,flippers,units
1416,964,Last Action Hero,False,,2018-07-16T09:00:53.554-07:00,http://ipdb.org/machine.cgi?id=1416,1993,Data East,,1416.0,GRwyq-MW9lN,8.0,2.0,5505.0
1419,1974,Lawman,False,2014-02-26T11:34:00.220-08:00,2018-07-16T09:00:45.766-07:00,http://ipdb.org/machine.cgi?id=1419,1971,Gottlieb,,1419.0,GrEXx-MDlq0,8.0,2.0,1750.0
1429,2895,Lectronamo,,2018-01-11T09:35:57.328-08:00,2018-07-16T09:00:47.428-07:00,http://ipdb.org/machine.cgi?id=1429,1978,Stern,,1429.0,GRWd2-MQ4Ye,7.0,2.0,2423.0
1433,768,Lethal Weapon 3,False,,2018-07-16T09:00:45.687-07:00,http://ipdb.org/machine.cgi?id=1433,1992,Data East,,1433.0,GRokL-MQP78,8.0,,10350.0
1436,2162,Liberty Bell,,2014-08-27T15:14:43.858-07:00,2018-07-16T09:00:48.829-07:00,http://ipdb.org/machine.cgi?id=1436,1977,Williams,,1436.0,GrNJO-MQYd6,7.0,2.0,3000.0
1438,1082,Liberty Belle,False,,2018-07-16T09:00:42.901-07:00,http://ipdb.org/machine.cgi?id=1438,1962,Gottlieb,,1438.0,G4Xbk-MQ6d3,6.0,4.0,2950.0
1441,1300,Lightning,False,2012-05-14T19:16:15.000-07:00,2018-07-16T09:00:51.431-07:00,http://ipdb.org/machine.cgi?id=1441,1981,Stern,,1441.0,G5pQ8-Mq14e,7.0,4.0,2350.0
1442,2362,Lightning Ball,,2015-06-10T20:35:24.745-07:00,2018-07-16T09:00:53.166-07:00,http://ipdb.org/machine.cgi?id=1442,1959,Gottlieb,,1442.0,GR66d-M5Rw0,,2.0,950.0
1445,1505,Lights...Camera...Action!,False,2013-02-26T15:35:22.623-08:00,2018-07-16T09:00:48.148-07:00,http://ipdb.org/machine.cgi?id=1445,1989,Gottlieb,,1445.0,GrlZe-MQY0Y,7.0,3.0,1708.0
1447,2735,Line Drive,,2016-10-22T18:46:57.108-07:00,2016-10-22T19:08:41.487-07:00,http://ipdb.org/machine.cgi?id=1447,1972,Williams,,1447.0,,8.0,,1501.0
1458,1589,Little Chief,False,2013-04-28T12:17:35.837-07:00,2018-07-16T09:00:49.741-07:00,http://ipdb.org/machine.cgi?id=1458,1975,Williams,,1458.0,G410D-MLX76,8.0,2.0,6300.0
1460,1762,Little Joe,False,2013-09-03T20:02:52.629-07:00,2018-07-16T09:00:45.806-07:00,http://ipdb.org/machine.cgi?id=1460,1972,Bally,,1460.0,GRwO9-MLObY,8.0,2.0,2080.0
1464,2218,Pinball Lizard,,2014-10-15T07:54:45.368-07:00,2018-07-16T09:00:47.420-07:00,http://ipdb.org/machine.cgi?id=1464,1980,Game Plan,,1464.0,GR9ko-MLzrW,7.0,2.0,1400.0
1475,1170,Loop the Loop,False,2011-11-13T17:42:54.000-08:00,2018-07-16T09:00:46.297-07:00,http://ipdb.org/machine.cgi?id=1475,1965,Bally,,1475.0,GrkYy-MDxOP,8.0,2.0,1055.0
1476,778,Lost World,False,,2018-07-16T09:00:47.320-07:00,http://ipdb.org/machine.cgi?id=1476,1977,Bally,,1476.0,G5pEk-MDWe4,7.0,2.0,10330.0
1481,2922,Lovely Lucy,False,2018-03-24T07:05:47.960-07:00,2018-07-16T09:00:53.491-07:00,http://ipdb.org/machine.cgi?id=1481,1954,Gottlieb,,1481.0,G5oP7-MvBbr,6.0,2.0,850.0
1483,2056,Lucky Ace,False,2014-04-24T18:41:16.134-07:00,2018-07-16T09:00:45.507-07:00,http://ipdb.org/machine.cgi?id=1483,1974,Williams,,1483.0,GRwW9-MDeO6,7.0,4.0,2809.0
1488,2344,Lucky Hand,,2015-05-22T11:30:22.605-07:00,2018-07-16T09:00:49.464-07:00,http://ipdb.org/machine.cgi?id=1488,1971,Gottlieb,,1488.0,GrPpb-MLOZq,8.0,2.0,610.0
1491,2399,Lucky Seven,,2015-07-16T10:42:40.404-07:00,2018-07-16T09:00:42.435-07:00,http://ipdb.org/machine.cgi?id=1491,1978,Williams,,1491.0,G5D3O-MJKe0,7.0,2.0,4253.0
1498,2396,Lucky Strike,,2015-07-01T14:38:09.437-07:00,2018-07-16T09:00:44.569-07:00,http://ipdb.org/machine.cgi?id=1498,1965,Williams,,1498.0,G5BQj-MJ5ep,8.0,2.0,1800.0
1502,737,The Machine: Bride of Pin-Bot,False,,2018-07-16T09:00:53.595-07:00,http://ipdb.org/machine.cgi?id=1502,1991,Williams,60.0,1502.0,GRpee-MePdR,8.0,2.0,8100.0
1504,2887,Mad World,,2017-12-06T17:50:58.849-08:00,2018-07-16T09:00:46.518-07:00,http://ipdb.org/machine.cgi?id=1504,1964,Bally,,1504.0,Grl21-MJwpB,7.0,2.0,2050.0
1506,862,Mademoiselle,False,,2018-07-16T09:00:42.988-07:00,http://ipdb.org/machine.cgi?id=1506,1959,Gottlieb,,1506.0,GrNVz-MLERP,,2.0,700.0
1509,1217,Magic,False,2012-01-24T18:02:50.000-08:00,2018-07-16T09:00:49.708-07:00,http://ipdb.org/machine.cgi?id=1509,1979,Stern,,1509.0,G4eyp-MJ7XY,7.0,2.0,2202.0
1511,2025,Magic Castle,False,2014-03-31T11:35:52.080-07:00,2018-07-16T09:00:47.133-07:00,http://ipdb.org/machine.cgi?id=1511,1984,Zaccaria,,1511.0,G5v2B-MQ2xy,,4.0,
1514,3009,Magic City,False,2018-07-11T12:39:39.137-07:00,2018-07-16T09:00:45.403-07:00,https://www.ipdb.org/machine.cgi?id=1514,1967,Williams,,1514.0,G57xp-MQp1q,8.0,2.0,2675.0
1518,1736,Magic Town,False,2013-08-01T21:35:39.387-07:00,2018-07-16T09:00:45.218-07:00,http://www.ipdb.org/machine.cgi?id=1518,1967,Williams,,1518.0,G57xp-MDlj0,,2.0,3950.0
1519,2299,Magnotron,,2015-03-13T09:55:40.692-07:00,2018-07-16T09:00:47.393-07:00,http://ipdb.org/machine.cgi?id=1519,1974,Gottlieb,,1519.0,G57OL-MDqr7,6.0,2.0,6550.0
1520,1940,Maisie,False,2014-02-05T19:04:34.205-08:00,2014-02-05T19:07:48.273-08:00,http://ipdb.org/machine.cgi?id=1520,1947,Gottlieb,,1520.0,,,,3500.0
1528,1023,Majorettes,False,,2018-07-16T09:00:53.232-07:00,http://ipdb.org/machine.cgi?id=1528,1964,Gottlieb,,1528.0,GRwDD-Ml9Br,8.0,2.0,425.0
1537,1001,Manhattan,False,,2013-04-18T10:11:35.285-07:00,http://ipdb.org/machine.cgi?id=1537,1948,United,,1537.0,,,,
1541,1213,Marble Queen,False,2012-01-22T12:54:51.000-08:00,2018-07-16T09:00:48.550-07:00,http://ipdb.org/machine.cgi?id=1541,1953,Gottlieb,,1541.0,G560e-MDx52,,2.0,1000.0
1549,2433,Mars God of War,,2015-10-03T18:01:59.839-07:00,2018-07-16T09:00:42.314-07:00,http://ipdb.org/machine.cgi?id=1549,1981,Gottlieb,,1549.0,GrNpY-MJrZw,7.0,4.0,5240.0
1550,717,Mars Trek,False,,2018-07-16T09:00:51.079-07:00,http://ipdb.org/machine.cgi?id=1550,1977,Sonic,,1550.0,Gr89x-Mp4nB,7.0,3.0,
1553,2630,Masquerade,,2016-04-25T10:28:05.224-07:00,2018-07-16T09:00:52.251-07:00,http://ipdb.org/machine.cgi?id=1553,1966,Gottlieb,,1553.0,GrjYo-MBRqZ,8.0,4.0,3662.0
1557,2994,Mata Hari (EM),False,2018-06-11T10:06:56.085-07:00,2018-07-16T09:00:51.942-07:00,http://www.ipdb.org/machine.cgi?id=1557,1977,Bally,67.0,1557.0,G417e-Ml9ZE,8.0,2.0,170.0
1561,905,Maverick,False,,2018-07-16T09:00:47.440-07:00,http://ipdb.org/machine.cgi?id=1561,1994,Data East,,1561.0,GrN9V-ML8nw,8.0,3.0,
1563,1166,Mazuma,False,2011-11-13T17:35:16.000-08:00,2013-04-18T14:07:33.212-07:00,http://ipdb.org/machine.cgi?id=1563,1937,Pacific,,1563.0,,,,
1565,1495,Medusa,False,2013-02-16T23:35:16.279-08:00,2018-07-16T09:00:49.021-07:00,http://ipdb.org/machine.cgi?id=1565,1981,Bally,,1565.0,G4xXQ-MDWW1,8.0,4.0,3250.0
1566,2257,Melody,,2014-12-09T12:49:52.086-08:00,2018-07-16T09:00:48.614-07:00,http://ipdb.org/machine.cgi?id=1566,1967,Gottlieb,,1566.0,GrPkZ-MLeKd,8.0,2.0,550.0
1570,2837,Memory Lane,,2017-06-30T11:10:53.303-07:00,2018-07-16T09:00:51.673-07:00,http://ipdb.org/machine.cgi?id=1570,1978,Stern,,1570.0,Gry0Z-MP3zR,,2.0,2624.0
1580,851,Meteor,False,,2018-07-16T09:00:45.599-07:00,http://ipdb.org/machine.cgi?id=1580,1979,Stern,,1580.0,G5b38-MDqkx,8.0,3.0,7939.0
1588,1975,Miami Beach,,2014-02-26T11:36:57.714-08:00,2014-11-02T21:07:16.151-08:00,http://ipdb.org/machine.cgi?id=1588,1955,Bally,,1588.0,,,,
1589,1030,Mibs,False,,2018-07-16T09:00:42.117-07:00,http://ipdb.org/machine.cgi?id=1589,1969,Gottlieb,,1589.0,G56P2-MQKR6,7.0,2.0,2200.0
1590,1362,Middle Earth,False,2012-09-15T23:38:24.370-07:00,2018-07-16T09:00:45.290-07:00,http://ipdb.org/machine.cgi?id=1590,1978,Atari,,1590.0,G4OzV-MJN4z,6.0,4.0,
1596,2216,Mike Bossy The Scoring Machine,,2014-10-15T07:51:05.227-07:00,2014-10-15T07:58:09.307-07:00,http://ipdb.org/machine.cgi?id=1596,1982,Game Plan,,1596.0,,,3.0,
1597,903,Millionaire,False,,2018-07-16T09:00:53.142-07:00,http://ipdb.org/machine.cgi?id=1597,1987,Williams,,1597.0,G5n38-M1rw3,7.0,3.0,3500.0
1604,1708,Mini Cycle,False,2013-07-19T12:39:14.103-07:00,2018-07-16T09:00:42.805-07:00,http://www.ipdb.org/machine.cgi?id=1604,1970,Gottlieb,,1604.0,G59j7-MJ940,,2.0,885.0
1610,2740,Miss America,,2016-10-22T19:48:22.071-07:00,2016-10-23T00:23:44.092-07:00,http://ipdb.org/machine.cgi?id=1610,1947,Gottlieb,,1610.0,,,,1673.0
1612,1989,Miss-O,False,2014-02-28T10:36:59.957-08:00,2018-07-16T09:00:42.493-07:00,http://ipdb.org/machine.cgi?id=1612,1969,Williams,,1612.0,G4eqP-MLR0P,7.0,2.0,2351.0
1614,929,Monaco,False,,2018-07-16T09:00:49.902-07:00,http://ipdb.org/machine.cgi?id=1614,1977,Segasa,,1614.0,GRVzL-MJ2rb,8.0,2.0,
1616,1218,Monday Night Football,False,2012-01-30T18:45:01.000-08:00,2018-07-16T09:00:53.319-07:00,http://ipdb.org/machine.cgi?id=1616,1989,Data East,,1616.0,G5zZ7-Mp474,7.0,,1492.0
1621,1186,Monte Carlo (EM),False,2011-12-15T23:00:00.000-08:00,2018-07-16T09:00:48.168-07:00,http://ipdb.org/machine.cgi?id=1621,1972,Bally,,1621.0,G4NnZ-MQjWv,8.0,2.0,5254.0
1622,1463,Monte Carlo,False,2013-01-25T20:44:26.508-08:00,2018-07-16T09:00:44.153-07:00,http://www.ipdb.org/machine.cgi?id=1622,1987,Gottlieb,,1622.0,G578Y-MJNzE,7.0,2.0,4315.0
1626,1526,Moon Flight,False,2013-03-10T20:24:05.431-07:00,2018-07-16T09:00:41.780-07:00,http://ipdb.org/machine.cgi?id=1626,1976,Zaccaria,,1626.0,GreN3-MJ7wJ,,2.0,
1627,2627,Moon Shot,,2016-04-25T10:05:36.755-07:00,2018-07-16T09:00:48.724-07:00,http://ipdb.org/machine.cgi?id=1627,1963,Bally,,1627.0,GRp0d-MDE1v,5.0,2.0,1250.0
1631,1407,Morocco,False,2012-11-08T16:55:19.826-08:00,2013-04-18T11:40:40.569-07:00,http://ipdb.org/machine.cgi?id=1631,1948,ESCO,,1631.0,,,2.0,
1633,965,Motordome,False,,2018-07-16T09:00:44.964-07:00,http://ipdb.org/machine.cgi?id=1633,1986,Bally,,1633.0,Gr8PN-MDqlN,7.0,4.0,2000.0
1634,2622,Moulin Rouge,,2016-04-25T09:51:12.416-07:00,2018-07-16T09:00:47.111-07:00,http://ipdb.org/machine.cgi?id=1634,1965,Williams,,1634.0,GRDjY-MJwZ4,8.0,2.0,1325.0
1635,744,Mousin' Around!,False,,2018-07-16T09:00:49.390-07:00,http://ipdb.org/machine.cgi?id=1635,1989,Bally,,1635.0,G43oq-MJp02,8.0,2.0,2996.0
1639,1181,Mr. & Mrs. Pac-Man,False,2011-12-12T00:21:34.000-08:00,2018-07-16T09:00:48.447-07:00,http://ipdb.org/machine.cgi?id=1639,1982,Bally,,1639.0,Gr2Dk-MQNy7,7.0,3.0,10600.0
1645,1462,Mustang,False,2013-01-25T16:21:39.443-08:00,2018-07-16T09:00:47.644-07:00,http://ipdb.org/machine.cgi?id=1645,1977,Gottlieb,,1645.0,GR6bk-MDE6e,7.0,2.0,2225.0
1647,1067,Mystery Castle,False,,2018-07-16T09:00:47.376-07:00,http://ipdb.org/machine.cgi?id=1647,1993,Alvin G,,1647.0,G5vZZ-MQNNo,7.0,3.0,500.0
1650,837,Mystic,False,,2018-07-16T09:00:47.602-07:00,http://ipdb.org/machine.cgi?id=1650,1979,Bally,,1650.0,G5Bnl-MLnw6,7.0,2.0,3950.0
1652,1007,Mystic Marvel,False,,2018-07-16T09:00:46.778-07:00,http://ipdb.org/machine.cgi?id=1652,1954,Gottlieb,,1652.0,Grdpe-MLbK2,,2.0,1050.0
1654,3091,Nags,False,2018-12-07T20:43:24.577-08:00,2018-12-07T20:43:24.577-08:00,https://ipdb.org/machine.cgi?id=1654,1960,Williams,,1654.0,GRV1N-MQ4r2,9.0,2.0,
1662,2375,Neptune,,2015-06-10T20:39:38.396-07:00,2018-07-16T09:00:50.460-07:00,http://ipdb.org/machine.cgi?id=1662,1978,Gottlieb,,1662.0,GRoWo-MjBxV,8.0,2.0,270.0
1672,1083,New World,False,,2018-07-16T09:00:49.954-07:00,http://ipdb.org/machine.cgi?id=1672,1976,Playmatic,,1672.0,G4E88-MQ447,,2.0,
1673,1289,New York,False,2012-04-24T21:45:17.000-07:00,2018-07-16T09:00:44.310-07:00,http://ipdb.org/machine.cgi?id=1673,1976,Gottlieb,,1673.0,GrlPK-MJkEl,,2.0,300.0
1676,1291,Night Club,False,2012-04-28T20:56:51.000-07:00,2013-04-18T13:05:47.786-07:00,http://ipdb.org/machine.cgi?id=1676,1956,Bally,,1676.0,,,,
1677,987,Night Rider (EM),False,,2018-07-16T09:00:44.972-07:00,http://ipdb.org/machine.cgi?id=1677,1976,Bally,,1677.0,GryQj-MLRyd,8.0,2.0,4155.0
1678,1076,Nine Ball,False,,2018-07-16T09:00:46.529-07:00,http://ipdb.org/machine.cgi?id=1678,1980,Stern,,1678.0,G4jjx-MDbz2,7.0,2.0,2279.0
1680,1518,Nip-It ,False,2013-03-01T08:21:52.266-08:00,2018-07-16T09:00:53.404-07:00,http://ipdb.org/machine.cgi?id=1680,1972,Bally,,1680.0,Gre0B-MYewk,8.0,,4580.0
1682,854,Nitro Ground Shaker,False,,2018-07-16T09:00:51.834-07:00,http://ipdb.org/machine.cgi?id=1682,1978,Bally,,1682.0,GrP6q-M5Rp1,8.0,2.0,7950.0
1683,1376,North Star,False,2012-09-30T01:14:59.118-07:00,2018-07-16T09:00:45.841-07:00,http://ipdb.org/machine.cgi?id=1683,1964,Gottlieb,,1683.0,GRV7Q-MJNez,8.0,2.0,2525.0
1685,2298,Now,,2015-03-09T12:14:04.703-07:00,2018-07-16T09:00:47.678-07:00,http://ipdb.org/machine.cgi?id=1685,1971,Gottlieb,,1685.0,G4JZv-MDlK5,6.0,2.0,1125.0
1687,825,Nugent,False,,2018-07-16T09:00:41.951-07:00,http://ipdb.org/machine.cgi?id=1687,1978,Stern,,1687.0,G5VWL-MLRjl,6.0,3.0,2437.0
1692,1063,Odds & Evens,False,,2018-07-16T09:00:43.559-07:00,http://ipdb.org/machine.cgi?id=1692,1971,Bally,,1692.0,G4NnZ-MD3vq,7.0,2.0,2570.0
1704,1331,Old Chicago,False,2012-07-22T18:26:01.986-07:00,2018-07-16T09:00:43.406-07:00,http://ipdb.org/machine.cgi?id=1704,1975,Bally,,1704.0,G4dJE-MQKoo,7.0,2.0,7155.0
1709,2764,Olympic Hockey,,2016-12-16T22:46:14.903-08:00,2018-07-16T09:00:46.211-07:00,http://ipdb.org/machine.cgi?id=1709,1972,Williams,,1709.0,G41WY-MJj5r,8.0,2.0,2555.0
1711,3141,Olympics,False,2019-04-22T13:01:52.119-07:00,2019-04-22T13:01:52.119-07:00,https://www.ipdb.org/machine.cgi?id=1711,1975,Chicago Coin,,1711.0,G5WKO-MJZRk,,2.0,
1714,866,Olympics,False,,2018-07-16T09:00:45.655-07:00,http://ipdb.org/machine.cgi?id=1714,1962,Gottlieb,,1714.0,Gr8Q6-ML1Ke,7.0,2.0,2200.0
1715,2633,On Beam,,2016-04-25T10:54:59.189-07:00,2018-07-16T09:00:50.983-07:00,http://ipdb.org/machine.cgi?id=1715,1968,Bally,,1715.0,G4XQE-MnKBB,7.0,2.0,1150.0
1721,976,Operation Thunder,False,,2018-07-16T09:00:46.081-07:00,http://ipdb.org/machine.cgi?id=1721,1992,Gottlieb,,1721.0,Gr3Lq-MJZo5,8.0,3.0,2513.0
1722,1976,Op-Pop-Pop,False,2014-02-26T11:40:35.261-08:00,2018-07-16T09:00:53.080-07:00,http://ipdb.org/machine.cgi?id=1722,1968,Bally,,1722.0,G4k30-MnK6N,7.0,,1050.0
1725,869,Orbitor 1,False,,2018-07-16T09:00:51.845-07:00,http://ipdb.org/machine.cgi?id=1725,1982,Stern,,1725.0,Grx7Q-Mp45k,6.0,2.0,889.0
1727,2319,Out of Sight,,2015-04-09T17:06:55.002-07:00,2018-07-16T09:00:51.703-07:00,http://ipdb.org/machine.cgi?id=1727,1974,Gottlieb,,1727.0,G5zQO-MdE8R,8.0,2.0,1750.0
1728,2851,Outer Space,,2017-09-06T17:52:09.486-07:00,2018-07-16T09:00:47.553-07:00,http://ipdb.org/machine.cgi?id=1728,1972,Gottlieb,,1728.0,G5o1K-MLeEZ,8.0,2.0,2350.0
1733,2220,OXO,,2014-10-17T08:50:15.029-07:00,2018-07-16T09:00:45.920-07:00,http://ipdb.org/machine.cgi?id=1733,1973,Williams,,1733.0,Gr87E-MLWBP,8.0,2.0,7053.0
1735,3000,Paddock,False,2018-06-28T01:35:21.753-07:00,2018-07-16T09:00:46.054-07:00,https://www.ipdb.org/machine.cgi?id=1735,1969,Williams,,1735.0,GR0W9-MD3xO,7.0,2.0,1952.0
1737,2661,Palace Guard,,2016-06-13T07:47:49.958-07:00,2018-07-16T09:00:47.980-07:00,http://ipdb.org/machine.cgi?id=1737,1968,Gottlieb,,1737.0,GRLD2-MJjRv,8.0,2.0,625.0
1743,2593,Palooka,,2016-04-18T05:03:59.270-07:00,2018-07-16T09:00:48.571-07:00,http://ipdb.org/machine.cgi?id=1743,1964,Williams,,1743.0,G5pJd-MDE1Y,8.0,2.0,700.0
1745,1400,Panthera,False,2012-11-02T21:58:57.287-07:00,2018-07-16T09:00:41.981-07:00,http://ipdb.org/machine.cgi?id=1745,1980,Gottlieb,,1745.0,G5bQq-MQ4ob,7.0,2.0,5220.0
1752,2153,Paradise,,2014-08-11T13:59:08.203-07:00,2018-07-16T09:00:52.189-07:00,http://ipdb.org/machine.cgi?id=1752,1965,Gottlieb,,1752.0,G4yEO-MVKp9,8.0,2.0,2100.0
1755,897,Paragon,False,,2018-07-16T09:00:43.309-07:00,http://ipdb.org/machine.cgi?id=1755,1978,Bally,,1755.0,GrXy3-ML0Ey,8.0,4.0,9120.0
1761,995,Parlour Bagatelle,False,,2013-04-18T10:00:00.110-07:00,http://ipdb.org/machine.cgi?id=1761,1898,Montague Redgrave,,1761.0,,,,
1763,1945,Party Animal,False,2014-02-10T22:26:17.975-08:00,2018-07-16T09:00:53.390-07:00,http://ipdb.org/machine.cgi?id=1763,1987,Bally,,1763.0,G42Zz-MeP7R,7.0,3.0,2250.0
1764,719,The Party Zone,False,,2018-07-16T09:00:42.543-07:00,http://ipdb.org/machine.cgi?id=1764,1991,Bally,,1764.0,G5oBw-ML3Kw,8.0,,
1767,1373,Pat Hand,False,2012-09-28T17:55:35.313-07:00,2018-07-16T09:00:51.264-07:00,http://ipdb.org/machine.cgi?id=1767,1975,Williams,,1767.0,G48YQ-M1r1d,7.0,3.0,6500.0
1768,2542,Paul Bunyan,,2016-02-23T15:03:50.726-08:00,2018-07-16T09:00:48.289-07:00,http://ipdb.org/machine.cgi?id=1768,1968,Gottlieb,,1768.0,GR937-MQjK5,7.0,6.0,1900.0
1777,1247,Phantom of the Opera,False,2012-02-29T09:02:25.000-08:00,2018-07-16T09:00:44.990-07:00,http://ipdb.org/machine.cgi?id=1777,1990,Data East,,1777.0,Grq1D-MQokp,7.0,2.0,2750.0
1778,2395,Pharaoh,,2015-07-01T13:38:01.603-07:00,2018-07-16T09:00:47.808-07:00,http://ipdb.org/machine.cgi?id=1778,1981,Williams,,1778.0,G41vn-MD1jB,7.0,4.0,2500.0
1780,1953,Phoenix,False,2014-02-17T19:18:31.590-08:00,2018-07-16T09:00:47.611-07:00,http://ipdb.org/machine.cgi?id=1780,1978,Williams,,1780.0,GRQp6-MJ5Wq,7.0,2.0,6198.0
1789,2341,Pin-Up,,2015-05-22T11:26:35.706-07:00,2018-07-16T09:00:53.047-07:00,http://ipdb.org/machine.cgi?id=1789,1975,Gottlieb,,1789.0,GR6DZ-MYejd,8.0,4.0,715.0
1792,926,Pinball (SS),False,,2018-07-16T09:00:50.745-07:00,http://ipdb.org/machine.cgi?id=1792,1977,Stern,,1792.0,GrZXj-Mq11k,,2.0,1654.0
1794,872,Pinball Champ,False,,2018-07-16T09:00:41.699-07:00,http://ipdb.org/machine.cgi?id=1794,1982,Zaccaria,,1794.0,GrPdq-MQYkJ,,,
1795,1375,Pinball Pool,False,2012-09-30T01:14:37.574-07:00,2018-07-16T09:00:42.296-07:00,http://ipdb.org/machine.cgi?id=1795,1979,Gottlieb,,1795.0,G4kdB-MLqe3,7.0,2.0,7200.0
1796,723,PIN-BOT,False,,2018-07-16T09:00:47.937-07:00,http://ipdb.org/machine.cgi?id=1796,1986,Williams,,1796.0,G41Z8-MJKvP,8.0,2.0,12001.0
1799,2365,Pinch-Hitter,,2015-06-10T20:36:45.184-07:00,2015-06-11T13:01:24.612-07:00,http://ipdb.org/machine.cgi?id=1799,1959,Williams,,1799.0,,,,
1800,2584,Pink Panther,,2016-04-16T13:37:29.675-07:00,2018-07-16T09:00:48.102-07:00,http://ipdb.org/machine.cgi?id=1800,1981,Gottlieb,,1800.0,Gre72-MDE5e,7.0,3.0,2840.0
1802,1204,Pioneer,False,2012-01-17T09:48:40.000-08:00,2018-07-16T09:00:51.255-07:00,http://ipdb.org/machine.cgi?id=1802,1976,Gottlieb,,1802.0,GrlPK-MXrXw,7.0,2.0,3625.0
1805,1101,Pistol Poker,False,,2018-07-16T09:00:48.433-07:00,http://ipdb.org/machine.cgi?id=1805,1993,Alvin G,,1805.0,GRLL9-MDOkz,7.0,3.0,200.0
1808,2520,Pixies,,2016-01-13T16:05:00.347-08:00,2016-01-13T16:05:00.347-08:00,http://www.ipdb.org/machine.cgi?id=1808,1955,United,,1808.0,,,,
1816,1086,Playball,False,,2018-07-16T09:00:45.087-07:00,http://ipdb.org/machine.cgi?id=1816,1971,Gottlieb,,1816.0,GR612-MJ9Bz,7.0,2.0,3076.0
1822,1268,Playboy 35th Anniversary,True,2012-04-08T21:44:46.000-07:00,2018-07-16T09:00:47.667-07:00,http://ipdb.org/machine.cgi?id=1822,1989,Data East,,1822.0,GRL60-MLW2q,7.0,,2338.0
1823,766,Playboy,False,,2018-07-16T09:00:42.596-07:00,http://ipdb.org/machine.cgi?id=1823,1978,Bally,,1823.0,GrkOB-MJVvl,8.0,2.0,18250.0
1832,2360,Pleasure Isle,,2015-06-10T20:34:48.656-07:00,2018-07-16T09:00:51.609-07:00,http://ipdb.org/machine.cgi?id=1832,1965,Gottlieb,,1832.0,G4yEO-M4oqr,,2.0,235.0
1834,3172,Pokerino,False,2019-08-11T06:33:35.563-07:00,2019-08-13T08:55:16.725-07:00,http://www.ipdb.org/machine.cgi?id=1839,1978,Williams,,1834.0,G5pn8-MJ5P4,,,
1841,781,Police Force,False,,2018-07-16T09:00:53.499-07:00,http://ipdb.org/machine.cgi?id=1841,1989,Williams,,1841.0,G4d8d-MVKOR,8.0,2.0,4757.0
1848,780,Pool Sharks,False,,2018-07-16T09:00:50.971-07:00,http://ipdb.org/machine.cgi?id=1848,1990,Bally,,1848.0,GR68o-M0o2O,7.0,,2250.0
1849,1849,Pop-A-Card,False,2013-11-08T18:23:09.632-08:00,2018-07-16T09:00:43.383-07:00,http://ipdb.org/machine.cgi?id=1849,1972,Gottlieb,,1849.0,GRL9Q-MDl8Z,8.0,2.0,825.0
1851,770,Popeye Saves the Earth,False,,2018-07-16T09:00:46.110-07:00,http://ipdb.org/machine.cgi?id=1851,1994,Bally,,1851.0,GR0lW-MJPVV,7.0,4.0,4217.0
1858,955,Bobby Orr's Power Play,False,,2018-07-16T09:00:44.039-07:00,http://ipdb.org/machine.cgi?id=1858,1977,Bally,,1858.0,G4en0-MJ5vB,7.0,4.0,13750.0
1865,868,Pro-Football,False,,2018-07-16T09:00:50.824-07:00,http://ipdb.org/machine.cgi?id=1865,1973,Gottlieb,,1865.0,G41E2-ME00b,8.0,4.0,4500.0
1866,2371,Pro Pool,,2015-06-10T20:38:34.716-07:00,2018-07-16T09:00:42.586-07:00,http://ipdb.org/machine.cgi?id=1866,1973,Gottlieb,,1866.0,G5n1Q-MQZdq,8.0,2.0,800.0
1871,1042,Prospector,False,,2018-07-16T09:00:44.250-07:00,http://ipdb.org/machine.cgi?id=1871,1977,Sonic,,1871.0,Grlzn-MLxnK,7.0,2.0,
1877,2970,Punk!,False,2018-05-17T07:25:25.437-07:00,2018-07-16T09:00:51.098-07:00,http://www.ipdb.org/machine.cgi?id=1877,1982,Gottlieb,,1877.0,GrEwE-MkP0d,,4.0,959.0
1881,1194,Pyramid,False,2012-01-05T21:33:58.000-08:00,2018-07-16T09:00:45.890-07:00,http://ipdb.org/machine.cgi?id=1881,1978,Gottlieb,,1881.0,GrknN-MJ9Kl,,2.0,950.0
1885,1979,Q-Bert's Quest,False,2014-02-26T11:45:59.778-08:00,2018-07-16T09:00:51.741-07:00,http://ipdb.org/machine.cgi?id=1885,1983,Gottlieb,,1885.0,Gr1qn-MYerP,,4.0,884.0
1887,2077,Quarterback,False,2014-05-08T14:43:41.173-07:00,2018-07-16T09:00:50.389-07:00,http://ipdb.org/machine.cgi?id=1887,1975,Bally,,1887.0,GRzed-MdEx8,,4.0,1050.0
1890,1988,Queen of Diamonds,False,2014-02-28T10:36:00.921-08:00,2018-07-16T09:00:55.910-07:00,http://ipdb.org/machine.cgi?id=1890,1959,Gottlieb,,1890.0,GRBpL-MLeYk-ARKrQ,7.0,2.0,1700.0
1891,2865,Queen of Hearts,,2017-09-24T23:28:00.606-07:00,2018-07-16T09:00:47.878-07:00,http://www.ipdb.org/machine.cgi?id=1891,1952,Gottlieb,,1891.0,G5YNB-MLxdV,8.0,2.0,2200.0
1893,1226,Quick Draw,False,2012-02-12T21:26:57.000-08:00,2018-07-16T09:00:47.921-07:00,http://ipdb.org/machine.cgi?id=1893,1975,Gottlieb,,1893.0,GRVoX-MDWEq,8.0,2.0,2660.0
